ID,exp_no,rep,dens,rearing_vessel,temp,food_level,treatment,feeding_interval,egg_sub,l_emerg,l_emerg_days_frm_sub,l_death,l_surv,pupal_ref,p_emerg,l_to_p_devtime,l_to_p_devrate,p_death,p_surv,a_emerg,p_to_a_devtime,p_to_a_devrate,a_death,adult_lifespan,adult_mort_rate,hatch_to_a_devtime,hatch_to_adult_devrate,sex,im_surv,j_lifetime,total_lifespan,length_mm
29,3,C,0.2,tub,22,0.1,22_0.1,24,29/03/2019 12:00,30/03/2019 12:00,1,15/05/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,47,47,NA
3,3,A,0.2,tub,22,0.1,22_0.1,24,29/03/2019 12:00,30/03/2019 12:00,1,06/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,8,NA
14,3,B,0.2,tub,22,0.1,22_0.1,24,29/03/2019 12:00,30/03/2019 12:00,1,28/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,30,30,NA
30,3,A,0.2,tub,22,0.1,22_0.1,24,29/03/2019 12:00,30/03/2019 12:00,1,15/05/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,47,47,NA
30,3,C,0.2,tub,22,0.1,22_0.1,24,29/03/2019 12:00,30/03/2019 12:00,1,15/05/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,47,47,NA
29,3,A,0.2,tub,22,0.1,22_0.1,24,29/03/2019 12:00,30/03/2019 12:00,1,15/05/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,47,47,NA
25,3,C,0.2,tub,22,0.1,22_0.1,24,29/03/2019 12:00,30/03/2019 12:00,1,06/05/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,38,38,NA
8,3,B,0.2,tub,22,0.1,22_0.1,24,29/03/2019 12:00,30/03/2019 12:00,1,09/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,11,NA
30,3,B,0.2,tub,22,0.1,22_0.1,24,29/03/2019 12:00,30/03/2019 12:00,1,15/05/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,47,47,NA
13,3,B,0.2,tub,22,0.1,22_0.1,24,29/03/2019 12:00,30/03/2019 12:00,1,20/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22,22,NA
10,3,A,0.2,tub,22,0.1,22_0.1,24,29/03/2019 12:00,30/03/2019 12:00,1,29/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,31,31,NA
6,3,C,0.2,tub,22,0.1,22_0.1,24,29/03/2019 12:00,30/03/2019 12:00,1,09/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,11,NA
23,3,A,0.2,tub,22,0.1,22_0.1,24,29/03/2019 12:00,30/03/2019 12:00,1,04/05/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,36,36,NA
2,3,A,0.2,tub,22,0.1,22_0.1,24,29/03/2019 12:00,30/03/2019 12:00,1,02/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA
1,3,B,0.2,tub,22,0.1,22_0.1,24,29/03/2019 12:00,30/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA
5,3,C,0.2,tub,22,0.1,22_0.1,24,29/03/2019 12:00,30/03/2019 12:00,1,08/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,10,NA
2,3,C,0.2,tub,22,0.1,22_0.1,24,29/03/2019 12:00,30/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA
12,3,B,0.2,tub,22,0.1,22_0.1,24,29/03/2019 12:00,30/03/2019 12:00,1,20/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22,22,NA
28,3,A,0.2,tub,22,0.1,22_0.1,24,29/03/2019 12:00,30/03/2019 12:00,1,12/05/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,44,44,NA
30,3,C,0.2,tub,22,1,22_1,24,29/03/2019 12:00,30/03/2019 12:00,1,NA,0,26,08/04/2019 12:00,10,0.1,12/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,14,NA
2,3,C,0.2,tub,22,1,22_1,24,29/03/2019 12:00,30/03/2019 12:00,1,01/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA
27,3,C,0.2,tub,22,1,22_1,24,29/03/2019 12:00,30/03/2019 12:00,1,07/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,9,NA
24,3,B,0.2,tub,22,1,22_1,24,29/03/2019 12:00,30/03/2019 12:00,1,NA,0,22,07/04/2019 12:00,9,0.111111111,08/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,10,NA
20,3,C,0.2,tub,22,1,22_1,24,29/03/2019 12:00,30/03/2019 12:00,1,NA,0,17,07/04/2019 12:00,9,0.111111111,10/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,12,NA
2,3,B,0.2,tub,22,1,22_1,24,29/03/2019 12:00,30/03/2019 12:00,1,03/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,NA
3,3,A,0.2,tub,22,1,22_1,24,29/03/2019 12:00,30/03/2019 12:00,1,04/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,NA
3,3,C,0.2,tub,22,1,22_1,24,29/03/2019 12:00,30/03/2019 12:00,1,02/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA
27,3,B,0.2,tub,26,0.1,26_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,NA,0,17,02/05/2019 12:00,33,0.03030303,03/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA
15,3,C,0.2,tub,26,0.1,26_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,29/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,30,30,NA
21,3,C,0.2,tub,26,0.1,26_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,03/05/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,34,34,NA
2,3,A,0.2,tub,26,0.1,26_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,02/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA
11,3,B,0.2,tub,26,0.1,26_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,18/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19,19,NA
28,3,C,0.2,tub,26,0.1,26_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,04/05/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,35,NA
19,3,A,0.2,tub,26,0.1,26_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,25/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,26,26,NA
24,3,A,0.2,tub,26,0.1,26_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,28/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,29,29,NA
25,3,C,0.2,tub,26,0.1,26_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,04/05/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,35,NA
6,3,A,0.2,tub,26,0.1,26_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,16/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,17,NA
1,3,B,0.2,tub,26,0.1,26_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA
25,3,B,0.2,tub,26,0.1,26_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,15/05/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,46,46,NA
25,3,A,0.2,tub,26,0.1,26_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,28/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,29,29,NA
23,3,C,0.2,tub,26,0.1,26_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,03/05/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,34,34,NA
20,3,C,0.2,tub,26,0.1,26_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,03/05/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,34,34,NA
13,3,A,0.2,tub,26,0.1,26_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,23/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,24,24,NA
3,3,B,0.2,tub,26,1,26_1,24,29/03/2019 12:00,30/03/2019 12:00,1,01/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA
25,3,A,0.2,tub,26,1,26_1,24,29/03/2019 12:00,30/03/2019 12:00,1,NA,0,21,05/04/2019 12:00,7,0.142857143,08/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,10,NA
12,3,C,0.2,tub,26,1,26_1,24,29/03/2019 12:00,30/03/2019 12:00,1,NA,0,9,04/04/2019 12:00,6,0.166666667,05/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,NA
1,3,A,0.2,tub,26,1,26_1,24,29/03/2019 12:00,30/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA
1,3,B,0.2,tub,26,1,26_1,24,29/03/2019 12:00,30/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA
1,3,C,0.2,tub,26,1,26_1,24,29/03/2019 12:00,30/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA
2,3,A,0.2,tub,26,1,26_1,24,29/03/2019 12:00,30/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA
27,3,C,0.2,tub,26,1,26_1,24,29/03/2019 12:00,30/03/2019 12:00,1,06/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,8,NA
3,3,A,0.2,tub,26,1,26_1,24,29/03/2019 12:00,30/03/2019 12:00,1,01/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA
3,3,C,0.2,tub,26,1,26_1,24,29/03/2019 12:00,30/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA
2,3,C,0.2,tub,26,1,26_1,24,29/03/2019 12:00,30/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA
2,3,B,0.2,tub,26,1,26_1,24,29/03/2019 12:00,30/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA
4,3,C,0.2,tub,26,1,26_1,24,29/03/2019 12:00,30/03/2019 12:00,1,NA,0,1,03/04/2019 12:00,5,0.2,05/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,NA
17,3,A,0.2,tub,26,1,26_1,24,29/03/2019 12:00,30/03/2019 12:00,1,NA,0,13,04/04/2019 12:00,6,0.166666667,06/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,8,NA
18,3,C,0.2,tub,26,1,26_1,24,29/03/2019 12:00,30/03/2019 12:00,1,NA,0,15,04/04/2019 12:00,6,0.166666667,05/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,NA
4,3,B,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA
20,3,A,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,18/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19,19,NA
9,3,C,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,11/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,12,NA
7,3,B,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA
6,3,C,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,07/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,8,NA
5,3,C,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,04/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,NA
4,3,C,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA
5,3,B,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA
28,3,B,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,23/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,24,24,NA
16,3,B,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,14/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,15,NA
20,3,B,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,18/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19,19,NA
1,3,A,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA
17,3,C,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,18/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19,19,NA
14,3,A,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,14/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,15,NA
24,3,A,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,23/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,24,24,NA
11,3,B,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA
29,3,C,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,27/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,28,28,NA
6,3,A,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,01/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA
11,3,C,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,13/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,14,NA
8,3,C,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,08/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,9,NA
27,3,C,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,13/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,14,NA
15,3,C,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,NA,0,4,17/04/2019 12:00,18,0.055555556,19/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,20,NA
5,3,A,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA
2,3,C,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA
24,3,B,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,19/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,20,NA
18,3,B,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,17/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18,18,NA
17,3,B,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,14/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,15,NA
8,3,A,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,01/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA
19,3,C,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,18/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19,19,NA
30,3,C,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,09/05/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,40,NA
15,3,A,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,15/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,16,NA
2,3,B,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA
13,3,A,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,13/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,14,NA
7,3,A,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,01/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA
12,3,C,0.2,tub,32,0.1,32_0.1,24,30/03/2019 12:00,31/03/2019 12:00,1,14/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,15,NA
3,3,A,0.2,tub,32,1,32_1,24,29/03/2019 12:00,30/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA
6,3,B,0.2,tub,32,1,32_1,24,29/03/2019 12:00,30/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA
11,3,C,0.2,tub,32,1,32_1,24,29/03/2019 12:00,30/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA
8,3,B,0.2,tub,32,1,32_1,24,29/03/2019 12:00,30/03/2019 12:00,1,01/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA
28,3,A,0.2,tub,32,1,32_1,24,29/03/2019 12:00,30/03/2019 12:00,1,03/04/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,NA
4,3,B,0.2,tub,32,1,32_1,24,29/03/2019 12:00,30/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA
5,3,C,0.2,tub,32,1,32_1,24,29/03/2019 12:00,30/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA
3,3,B,0.2,tub,32,1,32_1,24,29/03/2019 12:00,30/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA
2,3,C,0.2,tub,32,1,32_1,24,29/03/2019 12:00,30/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA
4,3,C,0.2,tub,32,1,32_1,24,29/03/2019 12:00,30/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA
7,3,C,0.2,tub,32,1,32_1,24,29/03/2019 12:00,30/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA
8,3,C,0.2,tub,32,1,32_1,24,29/03/2019 12:00,30/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA
12,3,C,0.2,tub,32,1,32_1,24,29/03/2019 12:00,30/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA
9,3,C,0.2,tub,32,1,32_1,24,29/03/2019 12:00,30/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA
6,3,A,0.2,tub,32,1,32_1,24,29/03/2019 12:00,30/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA
1,3,A,0.2,tub,32,1,32_1,24,29/03/2019 12:00,30/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA
10,3,C,0.2,tub,32,1,32_1,24,29/03/2019 12:00,30/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA
2,3,B,0.2,tub,32,1,32_1,24,29/03/2019 12:00,30/03/2019 12:00,1,31/03/2019 12:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA